0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
4.910100175430829,-0.688492913236332,-3.426589239550422,-6.6655512723325785,-16.463185638060477,-4.36258068107421,-3.6637770121892483,-0.8717158087407935,-3.6489291401570316,-5.506304902516275,-7.135940110613182,2.5569019253728973,-2.012253357357122,-8.528327189076343,-4.11672314832466,5.302502484968271,-0.13168142968705432,5.899456883776838,-17.583331369941874,12.853039068541598,3.229614222267987,1.5431225871116627,12.031853055184445,-2.079185695968199,-1.7956415508370067,-3.0712877312815383,-3.561922991075437,-1.323833928135507,2.730888011808836,0.9862925848856032,-1.2901787334304609,-1.5598910691482102,5.764202015806944,0.1677591513443515,-3.924731034496917,-5.280376943877896,-4.800592981220499,-4.653375424365747,-3.81845123578743,-3.6057730923615106,-4.5148600721390615,-3.8677943471897867,-3.3283944731102246,-2.697345956970094,-3.9248238785845757,-1.710553077210155,-1.2296013572021107,-1.0703626818967862,0.6935381564724796,4.8924871501477,-1.5162056104905473,-1.9766308942216786,-4.67954419041875,-2.59803253950005,-4.507956231565938,-1.5601809777788918,-2.9161009176034476,-3.214093685151246,-2.142232495414296,-2.1126299312843626,-0.3738431281225154,-4.4438081950831165,-6.040444110519968,2.6718840287038175,-1.2676060541224197,-4.875014099956838,-5.495170834478928,1.0693671531329438,2.320829393707922,1.0030697202647092,-3.599010574593236,-0.7827320020828787,-2.280338270107353,-0.18996356337579057,0.6093899005547576,-2.8341481686200165,-0.8154405470437622,2.338891439919574,-2.339693497767214,-0.2759120627810394
0.0,0.11971581517945573,3.937880643489967,-7.2874342118329745,-6.719358979745655,1.7380111221552066,-4.294108506116882,1.312195814882477,-0.5196239423093099,1.084876944565704,-2.5516303558263957,0.7836002975588334,-4.9354039191355525,-3.905956148962722,0.18522306548347434,2.886448130024495,5.421950284457605,3.1927122111786987,-1.7494805933959188,1.7323272451499232,2.826806786239528,8.378823037760831,14.41571895195678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.1179538461932852,-4.164510215341387,-7.851605142183136,-5.7688574115661595,3.306710788432303,-2.5230413402849283,1.5455445981974343,-1.7404914180753588,-8.630178378845105,1.919097897068525,2.2131530521371916,-3.6568629427598123,-5.46279276770527,-3.639936172969655,2.529906528752095,1.5003984982764837,7.913217178758224,-4.134542493421764,3.946958971150478,7.609845939286592,9.401824898410702,11.666984932334017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.1529614822294647,-2.4290144060846304,-4.399937772683836,-6.49934826798452,-4.149526735889509,-5.6954742604973125,-0.7167578307268236,-3.59110684075987,-4.501159665702084,-3.9065166025541878,2.785191503201756,-1.4896326821632968,-6.2523852556873845,-0.10743068303213743,3.795781733878366,3.0013548718894665,0.7116071779547943,-4.6883703822528595,3.400635236837587,10.06598318553278,9.399194670274948,10.803749196986765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.398982755221061,-8.9959269670684,-6.4435242024041814,-6.432338965097786,2.7052386086051605,-1.9142916400861867,3.160617095503518,-8.026505460267607,-2.876002063485884,18.225548295518497,-1.075908383884455,-3.454410902977345,-6.625944140728654,-2.265905467911658,2.1096079911295993,0.8063320087404833,-1.297984716003379,-9.727769183452837,2.0111037870856627,6.190767609903654,9.349327157238797,7.948812338265589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.2579886482949219,-5.973674432834076,-6.431759302924236,-7.500596307971639,1.494915323321019,1.384296732501734,2.50256228212524,-8.217456315196355,-4.76012760907712,-0.6672836072619592,2.573519358494564,-3.651406802937923,-5.408070277398184,6.139427475276047,4.318430113263722,4.553375241441376,4.002321913615265,-6.7613878655477855,3.756478930131191,5.888746007090836,8.422216713401308,7.416779499824863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.8729470350160673,-0.9321035210524471,-7.970043726725249,-5.397741062266928,3.0376690799847847,-2.6397364004637476,0.41823726853132115,-6.758378595318121,-6.75403987612269,-5.372048260115761,2.979577715598693,-4.560589307915736,-8.887442549284657,4.798129351810356,3.7695055794835604,-0.853389421101217,0.97220585009714,-3.6583555556016463,9.612681218873394,7.476211098729156,16.578291353840566,9.771562134138634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3784213694522798,0.8471378938263623,-8.615806572165239,-6.848879132148511,-3.9461619857481667,6.472014663862635,4.555981629633298,-3.982662831623392,-5.364258345884101,-2.7076662824596966,4.199194587638856,-1.4437249421203182,-10.000046601560033,1.396468031412427,2.595104972792929,5.814054983930188,2.3360774500367287,-3.335312853509073,17.319965047873893,6.809839958972097,10.51075246149842,7.751624964649616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.0297678197631237,-3.357712123896,-5.906307247415042,-4.095393968229757,3.631574228292325,-1.517305528202963,3.31594192767432,-0.6445466428052065,-7.886113728913159,0.3173116606562223,-3.9778785974087394,-3.7972053042470453,-10.083118422385718,-3.6288172909535525,4.1909373707667354,4.99145560243703,0.587733072923756,-2.5734508120290456,7.5095715160925955,2.09090233255706,9.299148095789366,11.475230522381224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4551467862620413,-10.884099341620978,-8.201236421217653,-5.9993992463829136,-0.15677789504567397,5.503028612405376,1.1016036088074745,-5.77571227340694,-7.970103936679546,0.2421350608203907,-0.611089278621801,-2.631110640833444,-9.667780692869513,3.7681590001303373,3.4864167234319394,4.224798682804366,4.605326830658709,-8.52220777075294,8.827345914424903,9.4171314031675,9.439443132436203,7.802388364530937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0179447033710858,-1.3435955886883058,-7.6260214730462526,-6.359915860363599,1.4854315339008148,-6.934101582566273,-0.9821759320835959,-4.5894244826417925,-6.220390026399105,3.932785152843609,0.5041091521720764,-4.483513226387967,-7.69910048531278,4.73379608064592,6.751630061321123,-0.8243501992790838,-3.46674132168346,-9.323181689072358,14.47646885594801,6.6211014183952805,5.148066761092512,9.171898295830236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.5432853468213343,-6.596043490913264,-8.75439604213058,-8.85075827670553,1.6110384110803069,-3.8837298953367827,4.121308913090793,-7.9920261472020435,-3.9918518906757843,-0.6830920725670859,2.2274580419864316,-4.0889004223531416,-3.5222508532968986,5.143216767840273,8.952793802401262,-0.2938978094920017,1.1146954579970756,-4.72791733903323,6.7182783240335056,9.39392802090942,2.057425097265561,6.469907494527081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.518041082103247,-8.067178291379683,-5.774883832610986,-5.863374417392182,2.8908811460703827,-3.6417570329343385,4.023531561500764,-7.97166047696976,-7.123145134404085,-1.3998133349365354,2.2792458205193595,-4.069146540446482,-10.263323234543389,4.07133539698482,1.6505839289028272,0.0926431334047173,0.1431588412124929,-10.315678459066781,12.432396963431906,0.20040260444659852,4.184300491522315,12.009158652961851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-2.929933069136264,-6.695078961467516,-7.278051550175042,-5.944470632191468,-2.3072967879130237,-1.1876779256243797,0.12222068841908929,-9.232374770820005,-1.7074432796174,0.45532357734376117,-2.399813623122377,-4.4584834540326606,-10.748757815007167,1.7177851800039319,2.7372480832745767,2.9977330559790722,1.693671896263076,-6.276031211077266,6.234926000888123,6.074129728321514,8.363086632708491,12.695694014950494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6058834055749323,-4.857585123639784,-3.7696622341032473,-5.9762044115667345,-0.49476717665756365,-2.618552702794355,-1.1837930791589386,-6.432749559489592,-1.3980366362186114,-0.29300609954159196,-1.6243694815000769,-6.63037165913149,-5.349973165978549,4.5295434011435995,3.5222248463970214,3.5625575477548423,1.6418528736318558,-7.616235704153936,4.00428443813963,7.6638512561656285,5.306972755557524,11.729785283343716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.2140169535302778,-4.7274195137237776,-7.3698080119907114,-5.810692104690043,6.8150761999778755,0.21116849146560668,2.104071174231997,-8.900788624684,-3.010594726169799,-1.9972174496869766,0.29868515997103273,-6.828838578002345,-7.304258146210385,9.835028732789866,4.303232060085435,1.1054520649947506,0.4623145802354809,-5.75928245803612,15.946346922202459,2.8707530272747883,10.789210072214036,6.580848879448383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.8012811077742814,-3.7394744325755314,-7.048494011287533,-4.349028342953702,-4.742843543206384,-3.0816330089373007,-0.028809898679813983,-7.392898786385295,-1.342605610413858,-5.100305014464629,-1.9097714348814732,-4.590915963787342,-7.979085722750806,4.985087275955265,5.1449654736690205,-1.9039981278356413,6.726621201645193,-8.129881839887595,7.996877818683085,7.669035487943557,8.282823738876129,8.41044522993933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
